age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,cons.price.idx,cons.conf.idx,nr.employed,y
33,blue-collar,single,basic.6y,,yes,yes,cellular,jul,fri,2,999,0,nonexistent,93.918,-42.7,5228.1,0
29,admin.,single,university.degree,no,yes,no,cellular,aug,wed,2,999,0,nonexistent,93.444,-36.1,5228.1,0
40,management,married,university.degree,no,no,yes,cellular,jul,tue,1,999,0,nonexistent,93.918,-42.7,5228.1,0
36,admin.,married,professional.course,no,no,no,cellular,may,thu,2,999,0,nonexistent,92.893,-46.2,5099.1,0
39,services,married,professional.course,no,yes,yes,cellular,nov,mon,2,999,1,failure,93.2,-42.0,5195.8,0
32,services,married,professional.course,no,yes,yes,cellular,nov,tue,1,999,0,nonexistent,93.2,-42.0,5195.8,0
30,self-employed,single,university.degree,no,no,no,cellular,apr,thu,3,999,0,nonexistent,93.075,-47.1,5099.1,1
43,technician,single,professional.course,,yes,no,cellular,jul,tue,1,999,0,nonexistent,93.918,-42.7,5228.1,0
29,admin.,single,university.degree,no,yes,yes,cellular,nov,fri,2,999,0,nonexistent,93.2,-42.0,5195.8,1
38,technician,married,professional.course,no,no,no,cellular,may,tue,2,999,0,nonexistent,92.893,-46.2,5099.1,0
44,blue-collar,married,basic.6y,no,no,no,cellular,may,thu,2,999,0,nonexistent,92.893,-46.2,5099.1,0
30,self-employed,single,university.degree,no,yes,no,telephone,jun,tue,3,999,0,nonexistent,94.465,-41.8,5228.1,1
40,blue-collar,divorced,basic.9y,,,,telephone,jun,wed,1,999,0,nonexistent,94.465,-41.8,5228.1,0
34,services,divorced,basic.9y,no,yes,yes,telephone,may,thu,2,999,0,nonexistent,93.994,-36.4,5191.0,0
36,admin.,divorced,university.degree,no,yes,no,cellular,aug,thu,10,999,0,nonexistent,93.444,-36.1,5228.1,0
35,blue-collar,married,basic.6y,,no,no,telephone,may,wed,2,999,0,nonexistent,93.994,-36.4,5191.0,0
54,technician,divorced,university.degree,no,yes,no,cellular,may,wed,1,999,1,failure,92.893,-46.2,5099.1,0
50,services,single,high.school,no,yes,no,cellular,jul,wed,2,999,0,nonexistent,93.918,-42.7,5228.1,0
34,admin.,married,high.school,no,no,yes,cellular,jul,wed,1,999,0,nonexistent,93.918,-42.7,5228.1,0
40,management,married,university.degree,no,yes,no,cellular,may,thu,1,999,0,nonexistent,92.893,-46.2,5099.1,0
53,admin.,married,high.school,no,yes,no,telephone,may,tue,1,999,0,nonexistent,93.994,-36.4,5191.0,0
45,technician,married,professional.course,no,no,no,cellular,may,thu,1,999,0,nonexistent,92.893,-46.2,5099.1,0
26,services,single,,no,yes,no,telephone,may,fri,2,999,0,nonexistent,93.994,-36.4,5191.0,0
32,admin.,single,university.degree,no,yes,no,cellular,aug,mon,3,999,0,nonexistent,93.444,-36.1,5228.1,0
47,blue-collar,married,basic.9y,no,yes,no,cellular,aug,mon,3,999,0,nonexistent,93.444,-36.1,5228.1,0
31,management,single,university.degree,no,no,no,cellular,aug,mon,2,999,0,nonexistent,93.444,-36.1,5228.1,0
50,blue-collar,married,basic.9y,,yes,no,cellular,apr,thu,1,999,1,failure,93.075,-47.1,5099.1,0
31,services,single,high.school,no,yes,no,cellular,may,mon,1,999,0,nonexistent,92.893,-46.2,5099.1,0
38,blue-collar,single,basic.9y,no,yes,no,telephone,may,wed,1,999,0,nonexistent,93.994,-36.4,5191.0,0
43,management,married,professional.course,no,yes,no,cellular,nov,tue,1,999,0,nonexistent,93.2,-42.0,5195.8,0
53,entrepreneur,divorced,university.degree,no,yes,no,cellular,nov,mon,1,999,1,failure,93.2,-42.0,5195.8,0
25,admin.,single,high.school,no,no,no,cellular,jul,wed,2,999,0,nonexistent,93.918,-42.7,5228.1,0
52,services,single,high.school,no,no,no,telephone,may,tue,1,999,0,nonexistent,93.994,-36.4,5191.0,0
59,admin.,married,university.degree,no,yes,no,cellular,aug,fri,5,999,0,nonexistent,93.444,-36.1,5228.1,0
32,blue-collar,married,basic.4y,,no,no,cellular,jul,mon,5,999,0,nonexistent,93.918,-42.7,5228.1,0
51,technician,married,professional.course,no,yes,yes,cellular,apr,thu,1,999,0,nonexistent,93.075,-47.1,5099.1,1
46,admin.,married,high.school,,yes,no,telephone,may,fri,1,999,0,nonexistent,93.994,-36.4,5191.0,0
37,unemployed,married,university.degree,,yes,no,cellular,jun,mon,3,3,2,success,94.055,-39.8,4991.6,1
18,student,single,high.school,no,no,no,telephone,nov,thu,1,999,0,nonexistent,93.2,-42.0,5195.8,0
25,student,single,high.school,no,yes,no,cellular,jul,tue,1,999,1,failure,92.469,-33.6,5076.2,0
38,technician,married,university.degree,no,yes,no,telephone,sep,thu,1,999,3,failure,94.199,-37.5,4963.6,0
33,technician,married,high.school,no,yes,yes,cellular,aug,wed,4,999,0,nonexistent,93.444,-36.1,5228.1,0
25,blue-collar,single,high.school,no,no,no,telephone,may,wed,2,999,0,nonexistent,93.994,-36.4,5191.0,0
37,management,married,university.degree,no,no,no,cellular,aug,wed,2,999,0,nonexistent,93.444,-36.1,5228.1,1
30,services,single,high.school,,no,no,telephone,may,fri,2,999,0,nonexistent,93.994,-36.4,5191.0,0
35,services,single,high.school,,no,no,cellular,jul,tue,1,999,0,nonexistent,93.918,-42.7,5228.1,0
40,blue-collar,single,basic.9y,no,no,no,cellular,apr,wed,1,999,1,failure,93.075,-47.1,5099.1,0
39,technician,single,professional.course,no,yes,no,telephone,jul,mon,3,999,0,nonexistent,93.918,-42.7,5228.1,0
54,blue-collar,divorced,basic.4y,no,yes,no,cellular,may,tue,3,999,0,nonexistent,92.893,-46.2,5099.1,0
55,retired,married,basic.4y,no,no,no,cellular,may,tue,5,999,0,nonexistent,92.893,-46.2,5099.1,0
38,blue-collar,married,basic.6y,no,yes,no,telephone,may,tue,1,999,0,nonexistent,93.994,-36.4,5191.0,0
37,admin.,divorced,university.degree,,yes,no,cellular,may,wed,7,999,1,failure,92.893,-46.2,5099.1,0
50,management,married,high.school,,no,no,telephone,may,tue,1,999,0,nonexistent,93.994,-36.4,5191.0,0
24,entrepreneur,single,university.degree,no,no,no,cellular,may,thu,2,999,0,nonexistent,92.893,-46.2,5099.1,0
58,housemaid,married,basic.4y,,yes,no,cellular,jul,tue,1,999,0,nonexistent,93.918,-42.7,5228.1,0
38,technician,married,professional.course,no,yes,no,cellular,aug,tue,3,999,0,nonexistent,93.444,-36.1,5228.1,0
35,blue-collar,single,high.school,,yes,no,cellular,jul,wed,5,999,0,nonexistent,93.918,-42.7,5228.1,0
32,admin.,single,university.degree,,yes,no,telephone,may,wed,3,999,0,nonexistent,93.994,-36.4,5191.0,0
30,blue-collar,married,basic.4y,no,yes,no,cellular,apr,mon,3,999,0,nonexistent,93.075,-47.1,5099.1,0
45,entrepreneur,married,university.degree,no,no,no,cellular,may,wed,6,999,0,nonexistent,92.893,-46.2,5099.1,0
33,admin.,married,university.degree,no,yes,no,cellular,nov,thu,1,999,0,nonexistent,93.2,-42.0,5195.8,0
28,blue-collar,single,basic.9y,no,yes,no,cellular,may,wed,1,999,0,nonexistent,92.893,-46.2,5099.1,0
30,self-employed,single,university.degree,no,yes,no,telephone,may,tue,1,999,0,nonexistent,93.994,-36.4,5191.0,0
33,admin.,single,university.degree,no,yes,no,cellular,jul,mon,1,999,1,failure,94.215,-40.3,4991.6,0
34,blue-collar,married,basic.4y,no,no,no,cellular,jul,wed,7,999,0,nonexistent,93.918,-42.7,5228.1,0
49,admin.,,university.degree,no,yes,no,cellular,aug,thu,1,999,0,nonexistent,93.444,-36.1,5228.1,0
41,blue-collar,married,high.school,,no,yes,telephone,jun,fri,1,999,0,nonexistent,94.465,-41.8,5228.1,0
53,,married,basic.4y,,no,no,cellular,aug,tue,2,999,0,nonexistent,93.444,-36.1,5228.1,0
58,services,married,high.school,no,yes,no,telephone,jun,fri,1,999,0,nonexistent,94.465,-41.8,5228.1,0
31,admin.,divorced,high.school,no,no,no,telephone,may,tue,1,999,0,nonexistent,93.994,-36.4,5191.0,0
35,blue-collar,divorced,basic.4y,no,yes,no,cellular,jul,tue,1,999,0,nonexistent,93.918,-42.7,5228.1,0
58,blue-collar,married,basic.4y,,yes,no,cellular,jul,mon,2,999,0,nonexistent,93.918,-42.7,5228.1,0
36,management,married,university.degree,no,no,no,cellular,apr,wed,2,999,0,nonexistent,93.075,-47.1,5099.1,1
32,blue-collar,married,basic.9y,no,no,no,cellular,apr,fri,3,999,0,nonexistent,93.075,-47.1,5099.1,0
35,technician,married,professional.course,no,yes,no,telephone,may,tue,1,999,0,nonexistent,93.994,-36.4,5191.0,0
45,blue-collar,married,basic.4y,,yes,no,telephone,may,thu,11,999,0,nonexistent,93.994,-36.4,5191.0,0
33,unemployed,single,university.degree,no,yes,no,cellular,nov,thu,1,999,1,failure,93.2,-42.0,5195.8,0
34,technician,married,professional.course,no,yes,no,cellular,nov,tue,1,999,0,nonexistent,93.2,-42.0,5195.8,0
95,retired,divorced,basic.6y,no,no,no,cellular,mar,thu,1,999,0,nonexistent,92.843,-50.0,5099.1,0
42,blue-collar,married,basic.4y,,no,no,telephone,jun,fri,1,999,0,nonexistent,94.465,-41.8,5228.1,0
34,technician,married,professional.course,no,no,no,telephone,may,thu,2,999,0,nonexistent,93.994,-36.4,5191.0,0
36,services,married,university.degree,no,yes,no,cellular,may,mon,1,999,1,failure,92.893,-46.2,5099.1,0
27,admin.,married,professional.course,no,no,no,cellular,may,thu,1,999,0,nonexistent,92.893,-46.2,5099.1,0
40,housemaid,divorced,high.school,no,no,no,telephone,jun,wed,6,999,0,nonexistent,94.465,-41.8,5228.1,1
58,,married,basic.4y,no,yes,no,telephone,jun,mon,1,999,0,nonexistent,94.465,-41.8,5228.1,0
39,blue-collar,married,basic.9y,no,yes,no,cellular,may,thu,3,999,0,nonexistent,92.893,-46.2,5099.1,1
26,technician,married,basic.6y,no,yes,no,telephone,jun,fri,20,999,0,nonexistent,94.465,-41.8,5228.1,0
32,admin.,single,high.school,no,no,no,cellular,nov,wed,1,999,0,nonexistent,92.649,-30.1,5017.5,0
26,blue-collar,single,basic.9y,no,yes,no,cellular,jul,mon,1,999,0,nonexistent,93.918,-42.7,5228.1,0
26,student,single,,no,yes,yes,cellular,sep,thu,1,3,1,success,92.379,-29.8,5017.5,1
58,technician,divorced,professional.course,,yes,no,cellular,aug,tue,3,999,0,nonexistent,93.444,-36.1,5228.1,0
36,blue-collar,married,basic.4y,,yes,no,cellular,may,mon,2,999,0,nonexistent,92.893,-46.2,5099.1,1
38,blue-collar,married,basic.9y,,no,yes,cellular,apr,fri,2,999,2,failure,93.075,-47.1,5099.1,0
51,retired,married,professional.course,no,no,no,telephone,may,mon,3,999,0,nonexistent,93.994,-36.4,5191.0,0
45,management,married,university.degree,no,yes,no,cellular,jul,thu,2,6,2,success,94.215,-40.3,4991.6,1
54,retired,divorced,basic.4y,,yes,no,cellular,jul,tue,1,999,0,nonexistent,93.918,-42.7,5228.1,0
43,blue-collar,single,basic.4y,no,no,no,telephone,jul,wed,3,999,0,nonexistent,93.918,-42.7,5228.1,0
37,admin.,single,high.school,no,no,yes,cellular,jul,tue,6,999,0,nonexistent,93.918,-42.7,5228.1,0
89,retired,divorced,basic.4y,no,no,no,cellular,jun,mon,1,999,0,nonexistent,94.055,-39.8,4991.6,1
49,blue-collar,married,professional.course,no,yes,yes,cellular,may,tue,1,999,1,failure,92.893,-46.2,5099.1,0
32,blue-collar,married,basic.9y,no,no,no,telephone,may,tue,2,999,0,nonexistent,93.994,-36.4,5191.0,0
45,blue-collar,married,basic.9y,,no,yes,telephone,jun,fri,1,999,0,nonexistent,94.465,-41.8,5228.1,1
23,admin.,single,university.degree,no,yes,no,cellular,apr,wed,7,999,0,nonexistent,93.075,-47.1,5099.1,0
31,admin.,single,university.degree,no,yes,no,cellular,aug,fri,2,999,0,nonexistent,92.201,-31.4,5076.2,0
26,housemaid,married,basic.4y,no,yes,no,cellular,jul,thu,1,999,0,nonexistent,93.918,-42.7,5228.1,0
32,entrepreneur,married,basic.4y,no,yes,no,cellular,jun,tue,2,999,1,failure,92.963,-40.8,5076.2,1
29,admin.,married,university.degree,no,no,no,cellular,jul,thu,1,999,0,nonexistent,93.918,-42.7,5228.1,0
46,blue-collar,married,basic.4y,,yes,yes,cellular,nov,thu,2,999,0,nonexistent,93.2,-42.0,5195.8,0
33,technician,married,high.school,no,no,yes,telephone,jun,mon,9,999,0,nonexistent,94.465,-41.8,5228.1,0
32,technician,married,professional.course,no,no,no,cellular,aug,wed,1,999,0,nonexistent,93.444,-36.1,5228.1,0
36,services,married,high.school,no,yes,no,telephone,may,thu,4,999,0,nonexistent,93.994,-36.4,5191.0,0
31,blue-collar,married,basic.4y,no,no,no,telephone,may,fri,1,999,0,nonexistent,93.994,-36.4,5191.0,0
55,services,married,high.school,no,yes,yes,cellular,apr,mon,1,999,0,nonexistent,93.075,-47.1,5099.1,1
28,admin.,single,university.degree,no,yes,no,telephone,jun,wed,1,999,0,nonexistent,94.465,-41.8,5228.1,0
27,blue-collar,single,basic.9y,no,yes,no,telephone,may,tue,1,999,1,failure,92.893,-46.2,5099.1,0
36,services,single,high.school,no,yes,no,cellular,may,wed,4,999,0,nonexistent,92.893,-46.2,5099.1,0
30,services,married,high.school,no,yes,no,cellular,jul,tue,3,999,0,nonexistent,93.918,-42.7,5228.1,1
44,unemployed,divorced,basic.6y,no,no,no,cellular,may,mon,1,999,0,nonexistent,92.893,-46.2,5099.1,0
42,entrepreneur,married,basic.9y,no,no,no,cellular,oct,wed,3,999,0,nonexistent,92.431,-26.9,5017.5,0
33,admin.,single,professional.course,no,yes,no,cellular,jul,thu,2,999,0,nonexistent,93.918,-42.7,5228.1,0
58,blue-collar,married,,,yes,yes,cellular,aug,fri,2,999,0,nonexistent,93.444,-36.1,5228.1,0
48,services,married,high.school,no,no,no,cellular,aug,mon,5,999,0,nonexistent,93.444,-36.1,5228.1,0
48,technician,married,,no,yes,no,telephone,may,mon,1,999,0,nonexistent,93.994,-36.4,5191.0,0
51,management,married,basic.4y,no,yes,no,telephone,jun,mon,2,999,0,nonexistent,94.465,-41.8,5228.1,0
58,retired,married,university.degree,no,no,no,telephone,may,mon,1,999,0,nonexistent,93.994,-36.4,5191.0,0
40,admin.,married,professional.course,,no,no,telephone,jun,thu,1,999,0,nonexistent,94.465,-41.8,5228.1,0
40,management,married,university.degree,no,no,no,cellular,nov,tue,2,999,1,failure,93.2,-42.0,5195.8,1
40,,single,,no,no,no,cellular,sep,thu,1,999,1,failure,92.379,-29.8,5017.5,1
33,blue-collar,married,basic.6y,no,yes,no,cellular,jul,tue,1,999,0,nonexistent,93.918,-42.7,5228.1,0
47,blue-collar,single,basic.4y,,yes,no,telephone,jun,fri,1,999,0,nonexistent,94.465,-41.8,5228.1,0
35,admin.,single,basic.4y,,,,telephone,jun,fri,2,999,0,nonexistent,94.465,-41.8,5228.1,0
45,technician,single,university.degree,no,no,no,cellular,aug,thu,1,999,0,nonexistent,92.201,-31.4,5076.2,0
56,retired,married,high.school,,yes,yes,telephone,may,mon,1,999,0,nonexistent,93.994,-36.4,5191.0,0
39,admin.,single,high.school,no,no,no,cellular,jul,tue,2,999,0,nonexistent,93.918,-42.7,5228.1,0
44,blue-collar,married,basic.9y,no,yes,no,cellular,jul,thu,1,999,0,nonexistent,93.918,-42.7,5228.1,0
51,blue-collar,married,basic.9y,no,yes,no,telephone,may,fri,4,999,0,nonexistent,93.994,-36.4,5191.0,0
44,self-employed,married,university.degree,no,no,no,cellular,nov,fri,4,999,0,nonexistent,93.2,-42.0,5195.8,0
32,services,married,high.school,no,no,no,cellular,jul,tue,1,999,0,nonexistent,93.918,-42.7,5228.1,0
28,admin.,single,high.school,no,no,no,cellular,jun,mon,2,999,0,nonexistent,92.963,-40.8,5076.2,1
26,services,single,basic.9y,no,yes,no,telephone,jun,mon,3,999,0,nonexistent,94.465,-41.8,5228.1,0
43,blue-collar,married,basic.4y,no,yes,no,telephone,jun,wed,1,999,0,nonexistent,94.465,-41.8,5228.1,0
43,admin.,married,university.degree,no,yes,no,cellular,nov,thu,2,999,0,nonexistent,93.2,-42.0,5195.8,0
39,unemployed,married,basic.9y,no,yes,no,cellular,nov,wed,1,999,1,failure,93.2,-42.0,5195.8,0
56,management,divorced,university.degree,no,no,no,cellular,nov,wed,3,999,0,nonexistent,93.2,-42.0,5195.8,0
34,admin.,single,university.degree,no,yes,no,telephone,may,tue,3,999,0,nonexistent,93.994,-36.4,5191.0,0
29,unemployed,single,university.degree,no,yes,no,cellular,aug,tue,2,999,0,nonexistent,92.201,-31.4,5076.2,0
30,student,single,,no,yes,no,cellular,apr,wed,4,999,0,nonexistent,93.075,-47.1,5099.1,0
31,admin.,married,,no,yes,no,cellular,may,wed,11,999,1,failure,92.893,-46.2,5099.1,0
32,unemployed,single,university.degree,no,yes,no,telephone,apr,wed,2,999,1,failure,93.075,-47.1,5099.1,1
36,admin.,married,high.school,no,yes,no,telephone,jul,mon,2,999,0,nonexistent,93.918,-42.7,5228.1,0
53,admin.,married,high.school,no,no,no,cellular,may,fri,1,999,0,nonexistent,92.893,-46.2,5099.1,0
40,services,single,high.school,,no,no,cellular,may,fri,1,999,1,failure,92.893,-46.2,5099.1,0
48,entrepreneur,married,university.degree,no,no,no,cellular,aug,fri,1,999,0,nonexistent,93.444,-36.1,5228.1,0
30,admin.,single,professional.course,no,yes,yes,cellular,may,thu,1,999,1,failure,92.893,-46.2,5099.1,0
54,blue-collar,divorced,basic.4y,,no,no,telephone,jun,fri,2,999,0,nonexistent,94.465,-41.8,5228.1,0
29,entrepreneur,married,basic.4y,no,no,no,cellular,jul,tue,4,999,0,nonexistent,93.918,-42.7,5228.1,0
26,student,single,basic.9y,no,yes,no,telephone,oct,tue,3,999,0,nonexistent,92.431,-26.9,5017.5,1
42,blue-collar,married,basic.9y,no,no,no,cellular,may,tue,1,999,1,failure,92.893,-46.2,5099.1,0
31,technician,single,university.degree,no,yes,no,cellular,may,mon,1,999,0,nonexistent,92.893,-46.2,5099.1,0
44,management,single,university.degree,,yes,yes,cellular,nov,fri,3,999,0,nonexistent,93.2,-42.0,5195.8,0
50,management,married,university.degree,,no,no,cellular,aug,mon,2,999,0,nonexistent,93.444,-36.1,5228.1,0
33,admin.,married,university.degree,no,yes,no,cellular,aug,mon,3,999,0,nonexistent,93.444,-36.1,5228.1,0
46,blue-collar,divorced,professional.course,no,yes,no,cellular,aug,wed,1,999,0,nonexistent,93.444,-36.1,5228.1,0
44,management,single,university.degree,,no,no,telephone,jun,fri,1,999,0,nonexistent,94.465,-41.8,5228.1,0
25,services,single,high.school,,yes,yes,cellular,jul,wed,1,999,0,nonexistent,93.918,-42.7,5228.1,1
52,services,married,high.school,,yes,no,cellular,mar,thu,2,11,3,failure,93.369,-34.8,5008.7,1
34,admin.,single,university.degree,,no,yes,cellular,aug,mon,12,999,0,nonexistent,93.444,-36.1,5228.1,0
34,blue-collar,married,basic.9y,no,yes,no,telephone,may,thu,4,999,0,nonexistent,93.994,-36.4,5191.0,0
42,blue-collar,divorced,high.school,,yes,no,cellular,may,wed,1,999,1,failure,92.893,-46.2,5099.1,0
57,self-employed,married,university.degree,,no,yes,cellular,aug,mon,2,999,0,nonexistent,93.444,-36.1,5228.1,0
43,admin.,married,high.school,no,yes,no,telephone,jun,fri,15,999,0,nonexistent,94.465,-41.8,5228.1,0
31,technician,married,university.degree,no,no,no,telephone,may,mon,1,999,0,nonexistent,93.994,-36.4,5191.0,0
31,technician,married,university.degree,no,no,no,cellular,may,mon,2,999,0,nonexistent,92.893,-46.2,5099.1,1
31,admin.,married,basic.9y,,yes,no,telephone,may,fri,4,999,0,nonexistent,93.994,-36.4,5191.0,0
33,management,married,university.degree,no,yes,yes,cellular,nov,wed,1,999,0,nonexistent,93.2,-42.0,5195.8,0
33,services,single,high.school,no,no,no,telephone,jun,mon,3,999,0,nonexistent,94.465,-41.8,5228.1,0
39,services,divorced,high.school,no,yes,no,cellular,nov,wed,3,999,1,failure,93.2,-42.0,5195.8,0
30,blue-collar,married,basic.9y,,yes,no,cellular,jul,thu,1,999,0,nonexistent,93.918,-42.7,5228.1,0
21,student,single,high.school,no,yes,no,cellular,jun,mon,2,999,0,nonexistent,92.963,-40.8,5076.2,1
30,admin.,divorced,high.school,no,no,no,cellular,nov,wed,2,999,1,failure,93.2,-42.0,5195.8,0
52,admin.,married,high.school,no,yes,no,cellular,nov,wed,2,999,1,failure,93.2,-42.0,5195.8,0
37,blue-collar,married,basic.9y,no,yes,no,cellular,jul,wed,12,999,0,nonexistent,93.918,-42.7,5228.1,0
35,blue-collar,married,basic.6y,no,no,yes,cellular,jul,tue,4,999,0,nonexistent,93.918,-42.7,5228.1,0
38,management,married,university.degree,no,yes,no,cellular,may,wed,2,2,1,success,92.893,-46.2,5099.1,1
45,blue-collar,married,basic.9y,,no,no,telephone,may,thu,2,999,0,nonexistent,93.994,-36.4,5191.0,0
41,blue-collar,single,basic.6y,,yes,no,cellular,may,fri,1,999,1,failure,92.893,-46.2,5099.1,0
58,services,married,,,yes,no,cellular,aug,tue,1,999,0,nonexistent,93.444,-36.1,5228.1,0
20,technician,single,,no,no,no,cellular,jun,mon,1,999,0,nonexistent,92.963,-40.8,5076.2,1
30,technician,single,university.degree,no,yes,yes,cellular,jul,mon,7,999,0,nonexistent,93.918,-42.7,5228.1,0
40,self-employed,single,university.degree,no,no,no,cellular,aug,mon,1,999,0,nonexistent,93.444,-36.1,5228.1,0
36,technician,single,professional.course,no,yes,no,cellular,nov,tue,1,999,1,failure,93.2,-42.0,5195.8,1
33,management,married,university.degree,no,yes,no,telephone,may,mon,9,999,0,nonexistent,93.994,-36.4,5191.0,0
51,blue-collar,single,basic.4y,,yes,no,telephone,jul,wed,2,999,0,nonexistent,93.918,-42.7,5228.1,0
37,admin.,married,university.degree,no,yes,no,cellular,jun,tue,1,999,1,failure,92.963,-40.8,5076.2,0
28,blue-collar,single,basic.9y,no,no,no,cellular,jul,fri,1,999,0,nonexistent,93.918,-42.7,5228.1,0
50,admin.,married,high.school,no,yes,no,cellular,jul,tue,2,999,1,failure,92.469,-33.6,5076.2,0
40,admin.,married,high.school,no,yes,no,cellular,apr,thu,1,999,0,nonexistent,93.075,-47.1,5099.1,0
33,admin.,married,university.degree,no,yes,no,telephone,may,fri,1,999,0,nonexistent,93.994,-36.4,5191.0,0
